Count,Tradelist Count,Name,Edition,Condition,Language,Foil,Tags,Last Modified,Collector,Alter,Proxy,Purchase Price
1,1,Cultivate,lcc,Near Mint,English,,,20:11.5,235,FALSE,FALSE,
2,2,Cultivate,ltc,Near Mint,English,,,17:40.5,236,FALSE,FALSE,
1,1,Curious Altisaur,lcc,Near Mint,English,,,20:11.5,90,FALSE,FALSE,
1,1,Curious Forager,blb,Near Mint,English,,,01:41.9,169,FALSE,FALSE,
1,1,Curious Pair // Treats to Share,eld,Near Mint,English,foil,,31:41.4,150,FALSE,FALSE,
1,1,Cutthroat il-Dal,tsr,Near Mint,English,foil,,31:21.2,105,FALSE,FALSE,
1,1,Daggerfang Duo,blb,Near Mint,English,,,27:55.6,89,FALSE,FALSE,
1,1,Daring Waverider,blb,Near Mint,English,,,33:23.6,44,FALSE,FALSE,
1,1,Dark Deal,sld,Near Mint,English,foil,,14:48.9,873,FALSE,FALSE,
1,1,Dark Inquiry,rix,Near Mint,English,foil,,31:21.2,65,FALSE,FALSE,
1,1,Dark Withering,tsr,Near Mint,English,foil,,31:21.2,107,FALSE,FALSE,
1,1,Darksteel Citadel,brc,Near Mint,English,,,34:38.4,180,FALSE,FALSE,
1,1,Darksteel Ingot,m14,Near Mint,English,,,29:52.4,207,FALSE,FALSE,
1,1,Darksteel Juggernaut,brc,Near Mint,English,,,34:38.4,137,FALSE,FALSE,
1,1,Darksteel Monolith,cmm,Near Mint,English,,,18:57.7,743,FALSE,FALSE,
1,1,Davriel's Shadowfugue,war,Near Mint,English,foil,,31:21.2,84,FALSE,FALSE,
4,4,Dawn Charm,cmr,Near Mint,English,,,22:49.9,371,FALSE,FALSE,
3,3,Dawn Evangel,thb,Near Mint,English,foil,,18:28.3,8,FALSE,FALSE,
1,1,Dawn of Hope,ltc,Near Mint,English,,,17:40.5,164,FALSE,FALSE,
1,1,Dawn of Hope,plst,Near Mint,English,,,35:14.5,GRN-8,FALSE,FALSE,
1,1,Dawnbreak Reclaimer,sld,Near Mint,English,foil,,35:14.5,1346,FALSE,FALSE,
1,1,Dazzling Denial,blb,Near Mint,English,,,14:48.9,45,FALSE,FALSE,
1,1,Deadeye Harpooner,aer,Near Mint,English,foil,,18:33.6,15,FALSE,FALSE,
2,2,Deadly Grub,tsr,Near Mint,English,foil,,31:21.2,108,FALSE,FALSE,
1,1,Dearly Departed,ltc,Near Mint,English,,,15:14.2,165,FALSE,FALSE,
1,1,Deathgorge Scavenger,lcc,Near Mint,English,,,20:11.5,236,FALSE,FALSE,
1,1,Deathknell Berserker,khm,Near Mint,English,foil,,31:21.2,83,FALSE,FALSE,
1,1,Decree of Justice,ddo,Near Mint,English,,,24:22.8,7,FALSE,FALSE,
1,1,Decree of Pain,ltc,Near Mint,English,,,16:17.6,199,FALSE,FALSE,
1,1,Deep Analysis,ltc,Near Mint,English,,,16:17.6,188,FALSE,FALSE,
1,1,Deep Gnome Terramancer,clb,Near Mint,English,,,35:54.5,658,FALSE,FALSE,
1,1,Deepcavern Imp,tsr,Near Mint,English,foil,,31:21.2,110,FALSE,FALSE,
1,1,Defiant Bloodlord,c21,Near Mint,English,,,14:48.9,142,FALSE,FALSE,
1,1,Defiant Salvager,cmr,Near Mint,English,foil,,31:21.2,117,FALSE,FALSE,
1,1,Defiant Salvager,2xm,Near Mint,English,foil,,31:21.2,83,FALSE,FALSE,
1,1,Demystify,roe,Near Mint,English,foil,,21:31.4,18,FALSE,FALSE,
1,1,"Denethor, Stone Seer",ltc,Near Mint,English,,,15:14.2,20,FALSE,FALSE,
3,3,Deranged Assistant,cmr,Near Mint,English,foil,,32:00.7,65,FALSE,FALSE,
1,1,Descendants' Path,lcc,Near Mint,English,,,20:11.5,238,FALSE,FALSE,
1,1,Descent into Avernus,clb,Near Mint,English,,,32:51.8,580,FALSE,FALSE,
1,1,Desecrate Reality,cmm,Near Mint,English,,,18:57.7,714,FALSE,FALSE,
4,4,Desert of the True,hou,Near Mint,English,,,28:25.3,174,FALSE,FALSE,
1,1,Desolate Lighthouse,ltc,Near Mint,English,,,16:17.6,303,FALSE,FALSE,
1,1,Despark,clb,Near Mint,English,,,35:54.5,841,FALSE,FALSE,
1,1,Despark,brc,Near Mint,English,,,34:38.4,124,FALSE,FALSE,
4,4,Destroy Evil,dmu,Near Mint,English,,,22:29.9,17,FALSE,FALSE,
1,1,Devastation Tide,ltc,Near Mint,English,,,16:37.9,189,FALSE,FALSE,
4,4,Devout Invocation,m14,Near Mint,English,,,24:37.6,16,FALSE,FALSE,
2,2,Dhund Operative,cmr,Near Mint,English,foil,,31:21.2,119,FALSE,FALSE,
1,1,Digsite Engineer,brc,Near Mint,English,,,34:38.4,71,FALSE,FALSE,
1,1,Dimir Aqueduct,brc,Near Mint,English,,,34:38.4,182,FALSE,FALSE,
1,1,Dimir Signet,brc,Near Mint,English,,,34:38.4,138,FALSE,FALSE,
1,1,Dinosaur Egg,lcc,Near Mint,English,,,20:11.5,92,FALSE,FALSE,
1,1,Dinosaur Hunter,rix,Near Mint,English,foil,,31:21.2,67,FALSE,FALSE,
2,2,Dire Downdraft,blb,Near Mint,English,,,14:48.9,46,FALSE,FALSE,
1,1,Dire Downdraft,blb,Near Mint,English,foil,,14:48.9,46,FALSE,FALSE,
2,2,Dire Fleet Hoarder,2xm,Near Mint,English,foil,,00:28.9,84,FALSE,FALSE,
1,1,Dire Fleet Ravager,clb,Near Mint,English,,,35:54.5,749,FALSE,FALSE,
1,1,Diregraf Ghoul,fdn,Near Mint,English,,,14:48.9,171,FALSE,FALSE,
1,1,Diresight,blb,Near Mint,English,,,14:48.9,91,FALSE,FALSE,
4,4,Disenchant,znr,Near Mint,English,,,22:23.6,10,FALSE,FALSE,
1,1,Dismantling Wave,plst,Near Mint,English,,,35:14.5,C20-25,FALSE,FALSE,
1,1,Disrupt Decorum,cmm,Near Mint,English,foil,,32:51.8,1067,FALSE,FALSE,
1,1,Divine Favor,m12,Near Mint,English,foil,,24:57.4,14,FALSE,FALSE,
1,1,Divine Verdict,rix,Near Mint,English,foil,,18:44.1,5,FALSE,FALSE,
4,4,Divine Visitation,grn,Near Mint,English,,,44:07.1,10,FALSE,FALSE,
1,1,Doomed Traveler,2x2,Near Mint,English,foil,,19:03.3,9,FALSE,FALSE,
3,3,Doomed Traveler,isd,Near Mint,English,,,19:15.6,11,FALSE,FALSE,
1,1,Doomed Traveler,cmr,Near Mint,English,foil,,19:06.5,19,FALSE,FALSE,
10,10,Doomskar Titan,khm,Near Mint,English,foil,,32:30.4,130,FALSE,FALSE,
1,1,Door of Destinies,ltc,Near Mint,English,,,15:14.2,277,FALSE,FALSE,
1,1,Doorkeeper,rtr,Near Mint,English,foil,,32:00.7,37,FALSE,FALSE,
1,1,Double-Faced Substitute Card,smh3,Near Mint,English,,,14:48.9,1,FALSE,FALSE,
1,1,Dour Port-Mage,blb,Near Mint,English,,,14:48.9,47,FALSE,FALSE,
1,1,Downwind Ambusher,blb,Near Mint,English,,,14:48.9,92,FALSE,FALSE,
3,3,Dragon Mantle,cmr,Near Mint,English,foil,,32:30.4,174,FALSE,FALSE,
1,1,Dragonskull Summit,ltc,Near Mint,English,,,16:17.6,304,FALSE,FALSE,
1,1,Drana's Silencer,znr,Near Mint,English,foil,,31:21.2,99,FALSE,FALSE,
5,5,Draugr's Helm,khm,Near Mint,English,foil,,31:21.2,88,FALSE,FALSE,
1,1,Dreadwurm,znr,Near Mint,English,,,31:21.2,297,FALSE,FALSE,
7,7,Dreamstalker Manticore,thb,Near Mint,English,foil,,32:30.4,131,FALSE,FALSE,
1,1,Dreamstone Hedron,cmm,Near Mint,English,,,18:57.7,945,FALSE,FALSE,
1,1,Dreg Mangler,prtr,Near Mint,English,foil,,35:26.0,158,FALSE,FALSE,
1,1,Dreg Mangler,rtr,Near Mint,English,foil,,35:26.0,158,FALSE,FALSE,
2,2,Drifter il-Dal,tsr,Near Mint,English,foil,,32:00.7,65,FALSE,FALSE,
1,1,Driftgloom Coyote,blb,Near Mint,English,,,14:48.9,11,FALSE,FALSE,
2,2,Driver of the Dead,2xm,Near Mint,English,foil,,31:21.2,90,FALSE,FALSE,
1,1,Drought,ice,Near Mint,English,,,19:24.9,21,FALSE,FALSE,
1,1,Drover of the Mighty,lcc,Near Mint,English,,,20:11.5,239,FALSE,FALSE,
1,1,Drowned Catacomb,ltc,Near Mint,English,,,16:17.6,305,FALSE,FALSE,
2,2,Dunerider Outlaw,tsr,Near Mint,English,foil,,31:21.2,112,FALSE,FALSE,
1,1,Duplicant,cmm,Near Mint,English,,,18:57.7,946,FALSE,FALSE,
1,1,Dusk // Dawn,clb,Near Mint,English,,,35:54.5,691,FALSE,FALSE,
1,1,Dusk // Dawn,ltc,Near Mint,English,,,17:40.5,166,FALSE,FALSE,
1,1,Dusk Charger,rix,Near Mint,English,foil,,31:21.2,69,FALSE,FALSE,
1,1,Duskmantle Operative,war,Near Mint,English,foil,,31:21.2,88,FALSE,FALSE,
4,4,Dwarven Hammer,khm,Near Mint,English,foil,,32:30.4,133,FALSE,FALSE,
1,1,Eager Construct,2xm,Near Mint,English,foil,,35:26.0,250,FALSE,FALSE,
1,1,Eager First-Year,stx,Near Mint,English,foil,,19:30.2,16,FALSE,FALSE,
1,1,Eagles of the North,ltr,Near Mint,English,,,17:40.5,7,FALSE,FALSE,
1,1,Eagles of the North,ltr,Near Mint,English,,,14:48.9,7,FALSE,FALSE,
1,1,Early Winter,blb,Near Mint,English,,,00:25.9,93,FALSE,FALSE,
1,1,Earthquake,ltc,Near Mint,English,,,15:14.2,214,FALSE,FALSE,
1,1,Earthshaker Dreadmaw,lci,Near Mint,English,,,20:11.5,183,FALSE,FALSE,
1,1,East-Mark Cavalier,ltr,Near Mint,English,,,14:48.9,9,FALSE,FALSE,
3,3,Eidolon of Philosophy,thb,Near Mint,English,foil,,32:00.7,48,FALSE,FALSE,
1,1,Eight-and-a-Half-Tails,clb,Near Mint,English,,,35:54.5,692,FALSE,FALSE,
1,1,Eldrazi Temple,cmm,Near Mint,English,,,18:57.7,992,FALSE,FALSE,
1,1,Elfsworn Giant,fdn,Near Mint,English,,,14:48.9,103,FALSE,FALSE,
4,4,Elixir of Immortality,m13,Near Mint,English,,,25:39.5,204,FALSE,FALSE,
1,1,Elrond of the White Council,ltc,Near Mint,English,,,16:37.9,51,FALSE,FALSE,
1,1,"Elspeth, Undaunted Hero",thb,Near Mint,English,foil,,27:12.8,270,FALSE,FALSE,
2,2,Elspeth's Devotee,thb,Near Mint,English,,,26:43.9,272,FALSE,FALSE,
10,10,Elven Bow,khm,Near Mint,English,foil,,31:41.4,166,FALSE,FALSE,
1,1,Elven Farsight,ltr,Near Mint,English,,,16:37.9,161,FALSE,FALSE,
1,1,Elven Farsight,ltr,Near Mint,English,,,14:48.9,161,FALSE,FALSE,
1,1,Elvish Archdruid,ltc,Near Mint,English,,,16:37.9,237,FALSE,FALSE,
1,1,Elvish Mystic,ltc,Near Mint,English,,,16:37.9,238,FALSE,FALSE,
1,1,Elvish Piper,ltc,Near Mint,English,,,16:37.9,239,FALSE,FALSE,
1,1,Elvish Vanguard,sld,Near Mint,English,foil,,14:48.9,762,FALSE,FALSE,
1,1,Elvish Visionary,ltc,Near Mint,English,,,16:37.9,240,FALSE,FALSE,
1,1,Elvish Warmaster,ltc,Near Mint,English,,,16:37.9,241,FALSE,FALSE,
1,1,Emeria Captain,znr,Near Mint,English,foil,,26:30.9,11,FALSE,FALSE,
1,1,Emeria Shepherd,plst,Near Mint,English,foil,,35:14.5,BFZ-22,FALSE,FALSE,
1,1,"Emeria, the Sky Ruin",sld,Near Mint,English,foil,,44:34.0,1291,FALSE,FALSE,
1,1,"Emeria, the Sky Ruin",plst,Near Mint,English,,,35:14.5,ZEN-213,FALSE,FALSE,
1,1,Endbringer,cmm,Near Mint,English,,,18:57.7,803,FALSE,FALSE,
1,1,Endless Atlas,plst,Near Mint,English,,,35:14.5,C18-55,FALSE,FALSE,
1,1,Endless Atlas,cmm,Near Mint,English,,,18:57.7,947,FALSE,FALSE,
1,1,Endless One,cmm,Near Mint,English,,,18:57.7,804,FALSE,FALSE,
1,1,Enlarge,2xm,Near Mint,English,foil,,31:41.4,166,FALSE,FALSE,
1,1,Enslave,tsr,Near Mint,English,foil,,31:21.2,113,FALSE,FALSE,
1,1,Entreat the Angels,plst,Near Mint,English,foil,,35:14.5,AVR-20,FALSE,FALSE,
1,1,Environmental Sciences,stx,Near Mint,English,foil,,35:26.0,1,FALSE,FALSE,
1,1,"Éomer, King of Rohan",ltc,Near Mint,English,,,15:14.2,52,FALSE,FALSE,
1,1,"Éowyn, Lady of Rohan",ltr,Near Mint,English,,,14:48.9,10,FALSE,FALSE,
1,1,"Éowyn, Shieldmaiden",ltc,Near Mint,English,foil,,15:14.2,1,FALSE,FALSE,
1,1,"Éowyn, Shieldmaiden",ltc,Near Mint,English,etched,,32:17.3,81,FALSE,FALSE,
4,4,Ephemerate,mh1,Near Mint,English,,,39:09.0,7,FALSE,FALSE,
1,1,Erebor Flamesmith,ltr,Near Mint,English,,,14:48.9,122,FALSE,FALSE,
1,1,Erestor of the Council,ltc,Near Mint,English,,,16:37.9,53,FALSE,FALSE,
1,1,"Erkenbrand, Lord of Westfold",ltr,Near Mint,English,,,15:14.2,123,FALSE,FALSE,
1,1,Errant Doomsayers,tsr,Near Mint,English,foil,,19:37.5,17,FALSE,FALSE,
1,1,Erratic Mutation,tsr,Near Mint,English,foil,,32:00.7,67,FALSE,FALSE,
6,6,Escape Velocity,thb,Near Mint,English,foil,,32:30.4,132,FALSE,FALSE,
1,1,Esquire of the King,ltr,Near Mint,English,,,14:48.9,13,FALSE,FALSE,
1,1,Essence Infusion,stx,Near Mint,English,foil,,31:21.2,69,FALSE,FALSE,
1,1,Essence Sliver,sld,Near Mint,English,foil,,14:48.9,612,FALSE,FALSE,
1,1,Essence Warden,ltc,Near Mint,English,,,17:40.5,242,FALSE,FALSE,
1,1,"Estrid, the Masked",sld,Near Mint,English,foil,,52:07.8,1327,FALSE,FALSE,
1,1,Estrid's Invocation,sld,Near Mint,English,foil,,50:03.9,1325,FALSE,FALSE,
1,1,"Etali, Primal Storm",lcc,Near Mint,English,,,20:11.5,224,FALSE,FALSE,
1,1,Etched Champion,brc,Near Mint,English,,,34:38.4,140,FALSE,FALSE,
1,1,Eternal Witness,p30a,Near Mint,English,foil,,14:48.9,12,FALSE,FALSE,
1,1,Etherium Sculptor,brc,Near Mint,English,,,34:38.4,82,FALSE,FALSE,
1,1,Ethersworn Adjudicator,brc,Near Mint,English,,,34:38.4,83,FALSE,FALSE,
1,1,Eureka Moment,stx,Near Mint,English,foil,,35:26.0,184,FALSE,FALSE,
3,3,Eutropia the Twice-Favored,thb,Near Mint,English,foil,,35:26.0,216,FALSE,FALSE,
1,1,Everflowing Chalice,plst,Near Mint,English,,,35:14.5,WWK-123,FALSE,FALSE,
1,1,Everflowing Chalice,ltc,Near Mint,English,,,16:17.6,278,FALSE,FALSE,
4,4,Everflowing Chalice,wwk,Near Mint,English,,,25:32.7,123,FALSE,FALSE,
1,1,Everflowing Chalice,cmm,Near Mint,English,,,18:57.7,948,FALSE,FALSE,
1,1,Evolving Wilds,brc,Near Mint,English,,,34:38.4,184,FALSE,FALSE,
1,1,Evolving Wilds,lcc,Near Mint,English,,,20:11.5,328,FALSE,FALSE,
3,3,Evolving Wilds,ltc,Near Mint,English,,,17:40.5,306,FALSE,FALSE,
2,2,Exalted Angel,p30a,Near Mint,English,foil,,27:18.5,10,FALSE,FALSE,
1,1,Exemplar of Strength,akh,Near Mint,English,foil,,31:41.4,165,FALSE,FALSE,
1,1,Exotic Orchard,brc,Near Mint,English,,,34:38.4,185,FALSE,FALSE,
1,1,Exotic Orchard,lcc,Near Mint,English,,,20:11.5,329,FALSE,FALSE,
3,3,Exotic Orchard,ltc,Near Mint,English,,,17:40.5,307,FALSE,FALSE,
1,1,Expanded Anatomy,stx,Near Mint,English,foil,,35:26.0,2,FALSE,FALSE,
4,4,Exquisite Huntmaster,cmr,Near Mint,English,foil,,31:21.2,122,FALSE,FALSE,
1,1,Extract from Darkness,ltc,Near Mint,English,,,16:17.6,266,FALSE,FALSE,
1,1,Exultant Skymarcher,rix,Near Mint,English,foil,,19:44.3,7,FALSE,FALSE,
4,4,Eyeblight Assassin,cmr,Near Mint,English,foil,,31:21.2,123,FALSE,FALSE,
3,3,Eyeblight Cullers,cmr,Near Mint,English,foil,,31:21.2,124,FALSE,FALSE,
2,2,Eyeblight Massacre,cmr,Near Mint,English,foil,,31:21.2,125,FALSE,FALSE,
2,2,Faceless Devourer,tsr,Near Mint,English,foil,,31:21.2,115,FALSE,FALSE,
1,1,Fact or Fiction,ltc,Near Mint,English,,,16:17.6,190,FALSE,FALSE,
1,1,Faerie,tfdn,Near Mint,English,,,14:48.9,9,FALSE,FALSE,
1,1,Faithless Looting,ltc,Near Mint,English,,,16:17.6,215,FALSE,FALSE,
1,1,Faithless Looting,sld,Near Mint,English,foil,,14:48.9,1779,FALSE,FALSE,
1,1,"Faramir, Steward of Gondor",ltc,Near Mint,English,,,15:14.2,54,FALSE,FALSE,
1,1,Farhaven Elf,ltc,Near Mint,English,,,16:37.9,243,FALSE,FALSE,
1,1,Farmer Cotton,ltc,Near Mint,English,,,17:40.5,55,FALSE,FALSE,
1,1,Farseek,ltc,Near Mint,English,,,17:40.5,244,FALSE,FALSE,
1,1,Farseek,lcc,Near Mint,English,,,20:11.5,242,FALSE,FALSE,
1,1,Farseek,m13,Near Mint,English,,,31:41.4,170,FALSE,FALSE,
1,1,Fateful End,thb,Near Mint,English,foil,,32:51.8,133,FALSE,FALSE,
2,2,Fateful End,thb,Near Mint,English,foil,,32:30.4,133,FALSE,FALSE,
2,2,Fathom Fleet Swordjack,cmr,Near Mint,English,foil,,32:30.4,177,FALSE,FALSE,
2,2,Fathom Seer,tsr,Near Mint,English,foil,,32:00.7,68,FALSE,FALSE,
1,1,Favored of Iroas,thb,Near Mint,English,foil,,19:48.2,15,FALSE,FALSE,
1,1,Fealty to the Realm,ltc,Near Mint,English,,,15:14.2,21,FALSE,FALSE,
11,11,Fearless Liberator,khm,Near Mint,English,foil,,32:30.4,135,FALSE,FALSE,
1,1,Feast of Dreams,jou,Near Mint,English,foil,,31:21.2,69,FALSE,FALSE,
1,1,Feasting Hobbit,ltc,Near Mint,English,,,17:40.5,37,FALSE,FALSE,
1,1,"Feather, the Redeemed",war,Near Mint,English,,,14:48.9,197,FALSE,FALSE,
3,3,Feebleness,tsr,Near Mint,English,foil,,31:21.2,116,FALSE,FALSE,
1,1,Feed the Serpent,khm,Near Mint,English,foil,,31:21.2,95,FALSE,FALSE,
1,1,Feed the Swarm,ltc,Near Mint,English,,,16:17.6,200,FALSE,FALSE,
1,1,"Felisa, Fang of Silverquill",clb,Near Mint,English,,,35:54.5,845,FALSE,FALSE,
1,1,Fell,blb,Near Mint,English,foil,,58:44.4,95,FALSE,FALSE,
1,1,Fell the Mighty,ltc,Near Mint,English,,,17:40.5,167,FALSE,FALSE,
1,1,Fell the Mighty,sld,Near Mint,English,foil,,14:48.9,1778,FALSE,FALSE,
2,2,Ferocious Tigorilla,iko,Near Mint,English,foil,,32:30.4,115,FALSE,FALSE,
3,3,Field of Ruin,ltc,Near Mint,English,,,16:37.9,308,FALSE,FALSE,
1,1,Field-Tested Frying Pan,ltc,Near Mint,English,,,17:40.5,11,FALSE,FALSE,
1,1,Fiend Hunter,ltc,Near Mint,English,,,15:14.2,168,FALSE,FALSE,
1,1,Fiery Confluence,lcc,Near Mint,English,,,20:11.5,226,FALSE,FALSE,
1,1,Fiery Inscription,ltr,Near Mint,English,,,16:17.6,126,FALSE,FALSE,
1,1,Filigree Attendant,brc,Near Mint,English,,,34:38.4,85,FALSE,FALSE,
4,4,Finale of Glory,onc,Near Mint,English,,,20:52.2,67,FALSE,FALSE,
4,4,Finale of Glory,onc,Near Mint,English,,,20:56.2,67,FALSE,FALSE,
1,1,Finch Formation,blb,Near Mint,English,foil,,14:48.9,50,FALSE,FALSE,
2,2,Fin-Clade Fugitives,cmr,Near Mint,English,foil,,31:41.4,227,FALSE,FALSE,
1,1,Fire Diamond,6ed,Good (Lightly Played),English,,,21:43.5,284,FALSE,FALSE,
1,1,Fire Diamond,c14,Near Mint,English,,,34:55.6,240,FALSE,FALSE,
1,1,Fire of Orthanc,ltr,Near Mint,English,,,14:48.9,127,FALSE,FALSE,
1,1,Firemaw Kavu,tsr,Near Mint,English,foil,,32:30.4,163,FALSE,FALSE,
1,1,Fireshrieker,cmm,Near Mint,English,,,18:57.7,949,FALSE,FALSE,
1,1,Firja's Retribution,clb,Near Mint,English,,,35:54.5,846,FALSE,FALSE,
3,3,First Response,cmr,Near Mint,English,foil,,21:08.1,22,FALSE,FALSE,
1,1,Fissure Wizard,znr,Near Mint,English,foil,,32:30.4,140,FALSE,FALSE,
2,2,Flamecache Gecko,blb,Near Mint,English,,,14:48.9,135,FALSE,FALSE,
1,1,Flamerush Rider,ltc,Near Mint,English,,,15:14.2,216,FALSE,FALSE,
1,1,Flare of Cultivation,mh3,Near Mint,English,,,14:48.9,154,FALSE,FALSE,
1,1,Flaxen Intruder // Welcome Home,eld,Near Mint,English,foil,,31:41.4,155,FALSE,FALSE,
1,1,Flayer of Loyalties,cmm,Near Mint,English,,,18:57.7,715,FALSE,FALSE,
1,1,Flooded Grove,ltc,Near Mint,English,,,16:37.9,309,FALSE,FALSE,
1,1,Fog on the Barrow-Downs,ltr,Near Mint,English,,,14:48.9,16,FALSE,FALSE,
1,1,Folk Hero,clb,Near Mint,English,foil,,35:54.5,650,FALSE,FALSE,
1,1,Font of Ire,jou,Near Mint,English,foil,,32:51.8,97,FALSE,FALSE,
1,1,Font of Ire,jou,Near Mint,English,foil,,32:30.4,97,FALSE,FALSE,
1,1,For the Common Good,blb,Near Mint,English,,,01:22.4,172,FALSE,FALSE,
1,1,Foray of Orcs,ltr,Near Mint,English,foil,,14:48.9,417,FALSE,FALSE,
1,1,Forbidden Alchemy,ltc,Near Mint,English,,,16:17.6,191,FALSE,FALSE,
2,2,Forbidden Friendship,iko,Near Mint,English,foil,,32:30.4,119,FALSE,FALSE,
1,1,Foreboding Landscape,mh3,Near Mint,English,,,14:48.9,221,FALSE,FALSE,
1,1,Foreboding Ruins,ltc,Near Mint,English,,,16:17.6,310,FALSE,FALSE,
8,8,Forest,ltr,Near Mint,English,,,17:40.5,270,FALSE,FALSE,
29,29,Forest,j22,Near Mint,English,,,44:07.3,110,FALSE,FALSE,
1,1,Forest,blb,Near Mint,English,,,14:48.9,279,FALSE,FALSE,
27,27,Forest,j22,Near Mint,English,,,44:41.8,111,FALSE,FALSE,
4,4,Forest,j22,Near Mint,English,,,21:11.3,110,FALSE,FALSE,
15,15,Forest,ltr,Near Mint,English,,,16:37.9,271,FALSE,FALSE,
1,1,Forest,ltr,Near Mint,English,,,14:48.9,270,FALSE,FALSE,
1,1,Forest,eld,Near Mint,English,foil,,14:48.9,269,FALSE,FALSE,
1,1,Forest,blb,Near Mint,English,foil,,13:06.5,378,FALSE,FALSE,
1,1,Forest,blb,Near Mint,English,,,14:48.6,280,FALSE,FALSE,
1,1,Forest,blb,Near Mint,English,foil,,13:16.5,377,FALSE,FALSE,
1,1,Forest,blb,Near Mint,English,foil,,33:23.6,279,FALSE,FALSE,
1,1,Forest,blb,Near Mint,English,,,13:50.9,278,FALSE,FALSE,
1,1,Forest,blb,Near Mint,English,,,14:57.2,281,FALSE,FALSE,
8,8,Forest,lci,Near Mint,English,,,20:11.5,401,FALSE,FALSE,
1,1,Forge Anew,ltr,Near Mint,English,,,14:48.9,349,FALSE,FALSE,
1,1,Forge of Heroes,cmm,Near Mint,English,,,18:57.7,995,FALSE,FALSE,
1,1,Forsaken Monument,cmm,Near Mint,English,,,18:57.7,950,FALSE,FALSE,
1,1,Forth Eorlingas!,ltc,Near Mint,English,,,15:14.2,56,FALSE,FALSE,
1,1,Fortified Village,ltc,Near Mint,English,,,17:40.5,311,FALSE,FALSE,
1,1,Fortified Village,lcc,Near Mint,English,,,20:11.5,331,FALSE,FALSE,
2,2,Fortify,tsr,Near Mint,English,foil,,21:26.9,18,FALSE,FALSE,
1,1,Foundry Inspector,brr,Near Mint,English,foil,,14:48.9,16,FALSE,FALSE,
1,1,Fountainport,blb,Near Mint,English,,,33:23.6,253,FALSE,FALSE,
1,1,Fowl Strike,mh3,Near Mint,English,,,14:48.9,155,FALSE,FALSE,
1,1,Fowl Strike,mh3,Near Mint,English,foil,,14:48.9,155,FALSE,FALSE,
8,8,Frenzied Raider,khm,Near Mint,English,foil,,32:30.4,137,FALSE,FALSE,
1,1,Frenzied Raptor,iko,Near Mint,English,foil,,32:30.4,120,FALSE,FALSE,
1,1,Frenzied Saddlebrute,cmr,Near Mint,English,foil,,32:30.4,180,FALSE,FALSE,
1,1,Friendly Rivalry,ltr,Near Mint,English,,,14:48.9,204,FALSE,FALSE,
1,1,Frodo Baggins,ltr,Near Mint,English,,,14:48.9,205,FALSE,FALSE,
1,1,"Frodo, Adventurous Hobbit",ltc,Near Mint,English,etched,,32:17.3,82,FALSE,FALSE,
1,1,"Frodo, Adventurous Hobbit",ltc,Near Mint,English,foil,,17:40.5,2,FALSE,FALSE,
1,1,"Frodo, Sauron's Bane",ltr,Near Mint,English,foil,,14:48.9,304,FALSE,FALSE,
1,1,From the Rubble,lcc,Near Mint,English,,,20:11.5,72,FALSE,FALSE,
1,1,Frontier Warmonger,ltc,Near Mint,English,,,15:14.2,217,FALSE,FALSE,
1,1,Frontline Medic,ltc,Near Mint,English,,,15:14.2,169,FALSE,FALSE,
1,1,Frontline Medic,clb,Near Mint,English,,,35:54.5,693,FALSE,FALSE,
1,1,Frost Augur,khm,Near Mint,English,foil,,32:00.7,56,FALSE,FALSE,
1,1,Frostboil Snarl,ltc,Near Mint,English,,,16:17.6,312,FALSE,FALSE,
8,8,Frostpyre Arcanist,khm,Near Mint,English,foil,,32:00.7,58,FALSE,FALSE,
1,1,Fumigate,ltc,Near Mint,English,,,17:40.5,170,FALSE,FALSE,
1,1,Fuming Effigy,stx,Near Mint,English,foil,,32:30.4,103,FALSE,FALSE,
1,1,Furnace Celebration,cmr,Near Mint,English,foil,,32:30.4,181,FALSE,FALSE,
1,1,Furnace Celebration,cmr,Near Mint,English,foil,,32:51.8,181,FALSE,FALSE,
1,1,Furnace Whelp,ima,Near Mint,English,foil,,32:30.4,129,FALSE,FALSE,
1,1,Furor of the Bitten,m21,Near Mint,English,foil,,32:30.4,145,FALSE,FALSE,
1,1,Furycalm Snarl,lcc,Near Mint,English,,,20:11.5,333,FALSE,FALSE,
1,1,Furycalm Snarl,ltc,Near Mint,English,,,15:14.2,313,FALSE,FALSE,
1,1,Galadhrim Ambush,ltc,Near Mint,English,,,16:37.9,38,FALSE,FALSE,
1,1,"Galadriel, Elven-Queen",ltc,Near Mint,English,foil,,16:37.9,3,FALSE,FALSE,
1,1,"Galadriel, Elven-Queen",ltc,Near Mint,English,etched,,32:17.3,83,FALSE,FALSE,
1,1,Galepowder Mage,clb,Near Mint,English,,,35:54.5,694,FALSE,FALSE,
2,2,Galestrike,cmr,Near Mint,English,foil,,32:00.7,70,FALSE,FALSE,
1,1,Game Trail,lcc,Near Mint,English,,,20:11.5,334,FALSE,FALSE,
1,1,"Gandalf, Westward Voyager",ltc,Near Mint,English,foil,,16:37.9,6,FALSE,FALSE,
1,1,Garenbrig Paladin,eld,Near Mint,English,foil,,31:41.4,157,FALSE,FALSE,
3,3,Gather the Townsfolk,dka,Near Mint,English,,,24:04.4,8,FALSE,FALSE,
